ENG_utterances,HIN_utterances,politeness,sentiment
NO THANKS," जी नहीं, धन्यवाद",3,1
Thank you for your valuable information. As I've checked I see that the account balance of the account ending with 6537 is $6700.," आपकी बहुमूल्य जानकारी के लिए धन्यवाद। जैसा कि मैंने जाँच की है, मैं देखता हूँ कि 6537 से समाप्त होने वाले खाते का खाता शेष $6700 है।",3,0
BYE, अलविदा,2,0
Are you connected?, क्या आप जुड़े हुए हैं?,0,0
"Hello there, How may I help you today?
"," नमस्ते, मैं आज आपकी कैसे मदद कर सकता हूँ?",3,0
Thank you. Could you help me with the new address?, शुक्रिया। क्या आप नए पते में मेरी मदद कर सकते हैं?,3,0
I HAVE ERROR IN MY CREDIT CARD BILL., मेरे क्रेडिट कार्ड बिल में त्रुटि है।,0,1
"Is there anything else I could help you with?
", क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,2,0
"Sure, absbank.com."," ज़रूर, absbank.com।",2,0
OK, ठीक है,2,0
Could you please help me with the last 4 digits of the account number to which you want to transfer amount?, क्या आप कृपया मुझे उस खाता संख्या के अंतिम 4 अंकों में मदद कर सकते हैं जिसमें आप राशि हस्तांतरित करना चाहते हैं?,3,0
SSN:7652, एसएसएन:7652,0,0
Thank you. Please allow me a minute to work on your request., शुक्रिया। कृपया मुझे आपके अनुरोध पर काम करने के लिए एक मिनट का समय दें।,3,0
no, नहीं,1,1
May I know if there's any other concern?, क्या मुझे पता चल सकता है कि क्या कोई अन्य चिंता है?,2,0
MY NAME IS LINDA, मेरा नाम लिंडा है,2,0
Good morning. I can certainly help you with that., सुबह बख़ैर। मैं निश्चित रूप से इसमें आपकी मदद कर सकता हूं।,3,0
gopala krishnan, गोपाल कृष्णन,0,0
i want know my account balance, मुझे अपना खाता शेष जानना है,1,0
"I hope that was helpful, Did I answer all your questions for today? "," मुझे आशा है कि यह मददगार था, क्या मैंने आज के लिए आपके सभी प्रश्नों का उत्तर दिया?",3,0
"Awesome. May I know the new address , so that I can update the same for you.
"," बहुत बढ़िया। क्या मुझे नया पता पता है, ताकि मैं आपके लिए इसे अपडेट कर सकूं।",3,2
Cool! May I also know the last four digits of your SSN?, ठंडा! क्या मैं आपके SSN के अंतिम चार अंक भी जान सकता हूँ?,3,0
OK DONE, ठीक है हो गया,2,2
I want transfer money to another account, मुझे दूसरे खाते में पैसे ट्रांसफर करना है,1,1
yes, हां,2,0
Ok Bye, चलो बाय,2,0
HII, HII,2,0
"Perfect! would you please share the last four digits of your SSN?
", उत्तम! क्या आप कृपया अपने SSN के अंतिम चार अंक साझा करेंगे?,3,0
Hai..., है...,2,0
Great! Could you also help me out with the last 4 digits of your account number?, महान! क्या आप अपनी खाता संख्या के अंतिम 4 अंक निकालने में भी मेरी मदद कर सकते हैं?,3,2
You're welcome. I had a great time assisting you. Please do feel free to reach out to us for further queries. Have a good day. Bye now., आपका स्वागत है। मुझे आपकी सहायता करने में बहुत अच्छा लगा। कृपया आगे के प्रश्नों के लिए हमसे बेझिझक संपर्क करें। आपका दिन शुभ हो। अलविदा।,3,2
excellent., अति उत्कृष्ट।,3,2
"Sure, I'll help you with that. Could you please help me with your name and the four digits of SSN?"," ज़रूर, मैं इसमें आपकी मदद करूँगा। क्या आप कृपया मुझे अपने नाम और एसएसएन के चार अंकों के साथ मदद कर सकते हैं?",3,0
8247,8247,0,0
"Hello there, How may I help you today?
"," नमस्ते, मैं आज आपकी कैसे मदद कर सकता हूँ?",3,0
please disconnect, कृपया डिस्कनेक्ट करें,2,1
Hello. Surely I will help you. May I please know your first and last name?,नमस्ते। ज़रूर मैं आपकी मदद करूँगा। क्या मैं आपका पहला और अंतिम नाम जान सकता हूँ?,3,0
Please visit our website. It will direct you to the right page., कृपया हमारी वेबसाइट पर जाएँ। यह आपको सही पेज पर ले जाएगा।,2,0
Perfect! would you please share the last four digits of your SSN?, उत्तम! क्या आप कृपया अपने SSN के अंतिम चार अंक साझा करेंगे?,3,0
MANI MAGALAI, मणि मगलाई,0,0
"Yes, sure. You're welcome. I'm glad I could help. Would you need anything else?", हाँ यकीनन। आपका स्वागत है। मैं खुश हूं कि मैं मदद कर सका। क्या आपको कुछ और चाहिए होगा?,3,2
Great! Please allow me a moment while I do the needful., महान! कृपया मुझे एक क्षण की अनुमति दें जबकि मैं आवश्यक कार्य करता हूं।,3,2
"I apologize however I would be glad to help you out in this regards. May I know your name please?
", मैं क्षमा चाहता हूं लेकिन मुझे इस संबंध में आपकी सहायता करने में खुशी होगी। क्या मैं आपका नाम जान सकता हूँ?,3,0
"Thank you Rajee, Kindly give me a minute."," धन्यवाद राजी, कृपया मुझे एक मिनट दें।",3,2
"Hello, how may I help you today?"," हैलो, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
That's enough Riley.  I am very happy for your reply., इतना काफी है रिले। मैं आपके उत्तर के लिए बहुत खुश हूँ।,3,2
"I'm sorry to hear that. However, I'll do my best to help you out. Please may I know your name?"," उसे सुनने के लिए मुझे माफ करें। हालांकि, मैं आपकी मदद करने की पूरी कोशिश करूंगा। कृपया क्या मैं आपका नाम जान सकता हूँ?",3,1
HI DREW, हाय ड्रू,3,0
My name is Mark Antony, मेरा नाम मार्क एंटनी है,2,0
That's great! Thanks! I'll also be needing the amount charged and also the date on which it was charged., एक दम बढ़िया! धन्यवाद! मुझे चार्ज की गई राशि और उस तारीख की भी आवश्यकता होगी जिस पर इसे चार्ज किया गया था।,3,2
Ask to transfer money from one account to another, एक खाते से दूसरे खाते में पैसे ट्रांसफर करने के लिए कहें,1,0
My request to transfer amount $900, मेरा अनुरोध है कि मैं $900 की राशि हस्तांतरित करूं,1,0
ook, उक,2,0
"I'm well, thank you. Please help me with your query,I'll be happy to help you today."," मैं ठीक हूँ धन्यवाद। कृपया अपने प्रश्न के साथ मेरी मदद करें, मुझे आज आपकी मदद करने में खुशी होगी।",3,2
"I’m sorry this has happened. I understand you're upset, and I will do my best to help you. Please could you help me with your name?","मुझे खेद है कि ऐसा हुआ है। मैं समझता हूँ कि आप परेशान हैं, और मैं आपकी मदद करने की पूरी कोशिश करूँगा। कृपया आप अपने नाम के साथ मेरी मदद कर सकते हैं?",3,1
okay! please allow me a moment while I proceed with your request!, ठीक है! कृपया मुझे एक क्षण दें जब तक मैं आपके अनुरोध के साथ आगे बढ़ूं!,2,0
see you bye bye, मिलते हैं अलविदा,2,0
"Yes wonderful! we are glad that you are interested in our bank, However for any information about the interest rates please feel free to visit our official website www.bankers.com, In case if you want to know anything in detail please contact us, we are always here to help you out. Would there be anything else I may help you with? "," हाँ अद्भुत! हमें खुशी है कि आप हमारे बैंक में रुचि रखते हैं, हालांकि ब्याज दरों के बारे में किसी भी जानकारी के लिए कृपया हमारी आधिकारिक वेबसाइट www.bankers.com पर जाएं, यदि आप विस्तार से कुछ भी जानना चाहते हैं तो कृपया हमसे संपर्क करें, हम हमेशा यहाँ आपकी मदद करने के लिए। क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?",3,2
Good bye., अलविदा।,3,0
THANK YOU, धन्यवाद,3,2
Thank you for the information. I’ve updated the address. You’ll receive a confirmation message in a while. Is there anything else I can help you with?, जानकारी के लिए धन्यवाद। मैंने पता अपडेट कर दिया है। आपको थोड़ी देर में एक पुष्टिकरण संदेश प्राप्त होगा। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,0
"Perfect. Could you please provide me your complete credit card number.
", उत्तम। क्या आप कृपया मुझे अपना पूरा क्रेडिट कार्ड नंबर प्रदान कर सकते हैं।,3,2
"Thank you for being patient, I would like to inform you that I've successfully blocked that card and issued a new one which will be delivered to you within 2-3 business days."," धैर्य रखने के लिए धन्यवाद, मैं आपको सूचित करना चाहता हूं कि मैंने उस कार्ड को सफलतापूर्वक ब्लॉक कर दिया है और एक नया कार्ड जारी कर दिया है जो 2-3 व्यावसायिक दिनों के भीतर आपको वितरित कर दिया जाएगा।",3,2
10-Jun,10-Jun,0,0
21-06-2018,21-06-2018,0,0
I need to block my credit card, मुझे अपना क्रेडिट कार्ड ब्लॉक करना होगा,2,1
goodbye,अलविदा,2,0
Singam.R...SSN number:3874, सिंगम.आर...एसएसएन नंबर:3874,0,0
hi, नमस्ते,2,0
Sure!, ज़रूर!,2,0
"okay! I'll surely help you with that, May I know your first and last name please?"," ठीक है! मैं निश्चित रूप से इसमें आपकी मदद करूंगा, क्या मैं आपका पहला और अंतिम नाम जान सकता हूं?",3,0
Perfect! would you please share the last four digits of your SSN?, उत्तम! क्या आप कृपया अपने SSN के अंतिम चार अंक साझा करेंगे?,3,0
my office near shop, दुकान के पास मेरा कार्यालय,1,0
"MY ADDRESS IS PO BOX.1023, MD 56894."," मेरा पता पीओ बॉक्स है।1023, एमडी 56894।",1,0
"I'm very sorry for the inconvenience caused to you. May I know your name,last four digits of your SSN and credit card number?"," आपको हुई असुविधा के लिए मुझे बहुत खेद है। क्या मैं आपका नाम, आपके एसएसएन के अंतिम चार अंक और क्रेडिट कार्ड नंबर जान सकता हूं?",3,1
"Thank you for your patience, I've updated your address on the system. You’ll be receiving a confirmation e-mail shortly. All communications will be made to the new address. Would you need anything else?","आपके धैर्य के लिए धन्यवाद, मैंने सिस्टम पर आपका पता अपडेट कर दिया है। आपको शीघ्र ही एक पुष्टिकरण ई-मेल प्राप्त होगा। सभी संचार नए पते पर किए जाएंगे। क्या आपको कुछ और चाहिए होगा?",3,2
Thank you for the details. May I know if there's a complaint about the credit card to the police?, विवरण के लिए धन्यवाद। क्या मुझे पता चल सकता है कि पुलिस को क्रेडिट कार्ड के बारे में कोई शिकायत है या नहीं?,3,0
Hey! A very good morning to you. How may I help you today?, अरे! आपके लिए एक बहुत ही शुभ प्रभात। आज मैं आपकी कैसे मदद कर सकता हूँ?,3,2
Bye & Thanks," बॉय, धन्यवाद",3,0
"Well, lakshmi would you please share your last name ?"," अच्छा, लक्ष्मी क्या आप कृपया अपना अंतिम नाम साझा करेंगी?",3,0
MY NAME IS JAGJEET GUPTA, मेरा नाम जगजीत गुप्ता है,2,0
Cool! May I also know the last four digits of your SSN?, ठंडा! क्या मैं आपके SSN के अंतिम चार अंक भी जान सकता हूँ?,3,0
2637,2637,0,0
Thank you., शुक्रिया।,3,2
4578,4578,0,0
THANK YOU, धन्यवाद,3,2
May I ask What is the number 6959?, क्या मैं पूछ सकता हूँ कि संख्या 6959 क्या है?,2,0
Jax Logan, जैक्स लोगान,0,0
Franky, फ्रेंक्यो,0,0
90$, 90$,0,0
"8332 SW. Ocean Street 
Herndon, VA 20170"," 8332 दप। ओशन स्ट्रीट हेरंडन, वीए 20170",0,0
"okay! I'll surely help you with that, May I know your first and last name please?"," ठीक है! मैं निश्चित रूप से इसमें आपकी मदद करूंगा, क्या मैं आपका पहला और अंतिम नाम जान सकता हूं?",3,0
yes sure thanks for giving information...., जी हां जानकारी देने के लिए धन्यवाद....,3,2
hello i lost my card, हैलो मैंने अपना कार्ड खो दिया है,3,0
"25 manickam street , upper lane, salem"," 25 मनिकम स्ट्रीट, अपर लेन, सलेम",0,0
9654,9654,0,0
Perfect! How much would you want to transfer?, उत्तम! आप कितना ट्रांसफर करना चाहेंगे?,3,2
06-10-2018,06-10-2018,0,0
JOHNSON STREET, जॉनसन स्ट्रीट,0,0
Always a pleasure to assist valuable customers like you. Have a great day!, आप जैसे मूल्यवान ग्राहकों की सहायता करने में हमेशा खुशी होती है। आपका दिन अच्छा रहे!,2,2
I'll be glad to assist you with that.  May I know your name please?, मुझे इसमें आपकी सहायता करने में खुशी होगी। क्या मैं आपका नाम जान सकता हूँ?,3,0
please do the needful, कृपया आवश्यक कार्रवाई करें,2,0
Anytime. Anything else I may help you out with?, किसी भी समय। कुछ और मैं आपकी मदद कर सकता हूं?,2,0
ould you please stay connected for a minute while I process with your reuquest>, क्या आप कृपया एक मिनट के लिए जुड़े रहें जब तक कि मैं आपके पुन: अनुरोध के साथ प्रक्रिया कर रहा हूं>,2,0
"ok, thank u so much"," ठीक है, आपका बहुत-बहुत धन्यवाद",3,2
5728,5728,0,0
"well, Jeeva I'll require your last name to access your account?","अच्छा, जीवा मुझे आपके खाते तक पहुँचने के लिए आपके अंतिम नाम की आवश्यकता होगी?",2,0
"You're most welcome. Would there be anything else I may help you with?
", आपका स्वागत है। क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?,3,2
Great! Could you please help me with the amount you wish to transfer?, महान! क्या आप कृपया उस राशि में मेरी मदद कर सकते हैं जिसे आप स्थानांतरित करना चाहते हैं?,3,2
I'd also require the complete 16 digit credit card number.,मुझे पूरे 16 अंकों के क्रेडिट कार्ड नंबर की भी आवश्यकता होगी।,1,0
"I'll be glad to help you out. However, I'll be needing the details to proceed with the process. "," मुझे आपकी मदद करने में खुशी होगी। हालाँकि, मुझे प्रक्रिया के साथ आगे बढ़ने के लिए विवरण की आवश्यकता होगी।",3,0
ok thanks for your impermation, ठीक है आपके वशीकरण के लिए धन्यवाद,3,0
really thanks for you service, वास्तव में आपकी सेवा के लिए धन्यवाद,3,2
Thank you very much, आपका बहुत बहुत धन्यवाद,3,2
Good morning! How may I help you today?, सुबह बख़ैर! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
I hope we are still connected., मुझे आशा है कि हम अभी भी जुड़े हुए हैं।,2,2
No, नहीं,1,0
Okay! Could you please let me know your last 4 digits of SSN number and credit card number?,ठीक! क्या आप कृपया मुझे अपने एसएसएन नंबर और क्रेडिट कार्ड नंबर के अंतिम 4 अंक बता सकते हैं?,3,0
oh ok..sure, ओह ठीक है..बिल्कुल,2,0
Thank you.  To get your bank details I would need your last 4 digits of SSN., शुक्रिया। आपका बैंक विवरण प्राप्त करने के लिए मुझे आपके एसएसएन के अंतिम 4 अंकों की आवश्यकता होगी।,3,0
and would you also help me with the date and amount of the charge?, और क्या आप शुल्क की तारीख और राशि के बारे में भी मेरी मदद करेंगे?,1,0
I lost my credit card, मैंने अपना क्रेडिट कार्ड खो दिया है,1,1
OK THANKS, ठीक है धन्यवाद,3,2
60$, 60$,0,0
"Hello, how may I help you with today?"," हैलो, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
transfer 100 to account 5897, खाते में 100 ट्रांसफर करें 5897,0,0
jund sindi account number 786788797, जुंद सिंडी खाता संख्या 786788797,0,0
OK, ठीक है,2,0
New York., न्यूयॉर्क।,0,0
Hello kelly. Can you provide me with your correct account number?, हैलो केली। क्या आप मुझे अपना सही खाता संख्या प्रदान कर सकते हैं?,3,0
Thanks. To get your bank details I would need your last 4 digits of SSN, धन्यवाद। आपका बैंक विवरण प्राप्त करने के लिए मुझे आपके एसएसएन के अंतिम 4 अंकों की आवश्यकता होगी,3,0
HI, नमस्ते,2,0
Awesome! Could you also please help me out with the last 4 digits of your SSN and credit card number?, बहुत बढ़िया! क्या आप कृपया अपने एसएसएन और क्रेडिट कार्ड नंबर के अंतिम 4 अंकों के बारे में भी मेरी मदद कर सकते हैं?,3,2
5689,5689,0,0
"Hello, how may I help you with today?"," हैलो, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
A/C NO : 5507, खाता संख्या: 5507,1,0
"A very good morning, How may i assist you today?"," एक बहुत ही सुप्रभात, आज मैं आपकी कैसे सहायता कर सकता हूँ?",3,2
jayasri3389@gmail.com, jayasri3389@gmail.com,2,0
Thank you, आपको धन्यवाद,2,2
"I have issued the checks on your name and it will reach you in your postal address in a day or two.
",मैंने आपके नाम पर चेक जारी किए हैं और यह एक या दो दिन में आपके डाक पते पर पहुंच जाएगा।,1,0
I want u report regarding my lost credit card, मैं चाहता हूं कि आप मेरे खोए हुए क्रेडिट कार्ड के बारे में रिपोर्ट करें,1,0
"Okay great! Thank you so much for your cooperation, have an amazing day ahead! "," ठीक है बढ़िया! आपके सहयोग के लिए बहुत-बहुत धन्यवाद, आपका आने वाला दिन शानदार हो!",3,2
Thank you very much for staying connected. Your request has been successful. Is there anything else I could assist you with?, जुड़े रहने के लिए आपका बहुत-बहुत धन्यवाद। आपका अनुरोध सफल रहा है। क्या कुछ और है जिसमें मैं आपकी सहायता कर सकता हूं?,3,2
7483,7483,0,0
HI, नमस्ते,2,0
Thank you for waiting patiently the address will be changed shorty and it'll take up to 2 hours for the changes to be effective and you'll get a confirmation email as well.," धैर्यपूर्वक प्रतीक्षा करने के लिए धन्यवाद, पता संक्षिप्त रूप से बदल दिया जाएगा और परिवर्तनों को प्रभावी होने में 2 घंटे तक का समय लगेगा और आपको एक पुष्टिकरण ईमेल भी प्राप्त होगा।",3,1
"All right. I apologize I will be not able to give you the information at this point of time. However someone from our bank will reach you back in few days to give you all important information.
", ठीक है। मुझे खेद है कि मैं इस समय आपको जानकारी नहीं दे पाऊंगा। हालांकि हमारे बैंक का कोई व्यक्ति आपको सभी महत्वपूर्ण जानकारी देने के लिए कुछ दिनों में वापस पहुंच जाएगा।,3,0
Could you please help me with the amount you wish to transfer?, क्या आप कृपया उस राशि में मेरी मदद कर सकते हैं जिसे आप स्थानांतरित करना चाहते हैं?,3,0
"421 E DRACHMAN
   TUCSON AZ 85705-7598
   USA", 421 ई ड्रैचमैन टक्सन एजेड 85705-7598 यूएसए,0,0
Sure! Please give me a moment to proceed with the process., ज़रूर! कृपया मुझे प्रक्रिया के साथ आगे बढ़ने के लिए एक क्षण दें।,3,0
i need a gold loan, मुझे गोल्ड लोन चाहिए,2,0
hello! I'd be glad to assist you., नमस्ते! मुझे आपकी सहायता करने में खुशी होगी।,3,0
ok.. take your own time, ठीक है .. अपना समय लें,2,0
06/19/2018, 06/19/2018,0,0
Yes! I'm always here to help you in any regards., हाँ! मैं हमेशा किसी भी मामले में आपकी मदद करने के लिए यहां हूं।,2,2
and also could you please share the new address?, और क्या आप कृपया नया पता साझा कर सकते हैं?,3,0
"8417 Carriage Court 
Wyandotte, MI 48192"," 8417 कैरिज कोर्ट वायंडोटे, एमआई 48192",2,0
I LOST MY CREDIT CARD LAST WEEK, मैंने पिछले सप्ताह अपना क्रेडिट कार्ड खो दिया है,1,1
Good morning!, सुबह बख़ैर!,3,2
Not a problem! Did you file a police report about it?, एक समस्या नहीं है! क्या आपने इसके बारे में पुलिस रिपोर्ट दर्ज की थी?,2,1
HI, नमस्ते,2,0
Always a  pleasure assisting a valuable customer like you. Have a great day ahead., आप जैसे मूल्यवान ग्राहक की सहायता करने में हमेशा खुशी होती है। आगे एक महान दिन हो।,3,2
Good morning! How may I help you today?, सुबह बख़ैर! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
5.46E+15,5.46E+15,0,0
ok, ठीक है,2,0
BYE, अलविदा,2,0
1189,1189,0,0
Hi i want to check my account balance of savings account, नमस्ते मैं अपने बचत खाते की शेष राशि की जांच करना चाहता हूं,3,0
"New Address is :  2569 west street, New york 10010"," नया पता है : 2569 वेस्ट स्ट्रीट, न्यूयॉर्क 10010",0,0
"Timothy Jason
", टिमोथी जेसन,2,0
"Okay, I apologize that this happened due to some technical glitch, I've requested for a refund of $265, and also raised a complaint about this so that you don't face this error again, Would there be anything else I may help you with? ","ठीक है, मैं क्षमा चाहता हूं कि यह किसी तकनीकी गड़बड़ी के कारण हुआ, मैंने $265 की धनवापसी का अनुरोध किया है, और इसके बारे में एक शिकायत भी की है ताकि आपको फिर से इस त्रुटि का सामना न करना पड़े, क्या कुछ और होगा जो मैं आपकी मदद कर सकता हूं साथ?",3,1
"I appreciate for holding on, your request has been successful."," मैं रुकने के लिए सराहना करता हूं, आपका अनुरोध सफल रहा है।",3,2
3337,3337,0,0
YES, हां,2,2
"Hello there, I'd glad to assist you today!"," नमस्ते, मुझे आज आपकी सहायता करने में खुशी होगी!",3,2
Hi I want to report an error in my credit card bill and want it to be removed, नमस्ते मैं अपने क्रेडिट कार्ड बिल में एक त्रुटि की रिपोर्ट करना चाहता हूं और चाहता हूं कि इसे हटा दिया जाए,3,1
My name is sam, मेरा नाम सैम है,2,0
Could you also let me know when was the last time you've used the credit card?, क्या आप मुझे यह भी बता सकते हैं कि आपने पिछली बार क्रेडिट कार्ड का उपयोग कब किया था?,3,0
Would there be anything else I may help you with?, क्या कुछ और होगा जिसमें मैं आपकी मदद कर सकूं?,2,0
"Yes, my name is John Smith, SSN: 1234"," हां, मेरा नाम जॉन स्मिथ है, एसएसएन: 1234",2,0
Thank you very much, आपका बहुत बहुत धन्यवाद,3,2
Thank you for sharing the information. I've processed the request for the change of address. You'll shortly receive a confirmation message. Would you need anything else?, जानकारी साझा करने के लिए धन्यवाद। मैंने पते में परिवर्तन के अनुरोध को संसाधित कर लिया है। आपको शीघ्र ही एक पुष्टिकरण संदेश प्राप्त होगा। क्या आपको कुछ और चाहिए होगा?,3,2
OK, ठीक है,2,0
"June 10th, 2018 at 2:37 PM for $75.36."," 10 जून, 2018 दोपहर 2:37 बजे $75.36 के लिए।",0,0
Thank you!, आपको धन्यवाद!,3,2
5483,5483,0,0
"Okay, thank you for the confirmation. How may I help you today? "," ठीक है, पुष्टि के लिए धन्यवाद। आज मैं आपकी कैसे मदद कर सकता हूँ?",3,2
And your complete credit card number?, और आपका पूरा क्रेडिट कार्ड नंबर?,0,0
Hey! How may I help you today?, अरे! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
THANK U VERY MUCH, बहुत बहुत धन्यवाद,3,2
HI, नमस्ते,2,0
Thank you for sharing the information. I've processed the request for the change of address. You'll shortly receive a confirmation E-mail., जानकारी साझा करने के लिए धन्यवाद। मैंने पते में परिवर्तन के अनुरोध को संसाधित कर लिया है। आपको शीघ्र ही एक पुष्टिकरण ई-मेल प्राप्त होगा।,3,2
Hey there! How may I help you?, सुनो! क्या मेरे द्वारा आपकी कोई सहायता हो सकती है?,3,0
Nothing! Thank you for your help!, कुछ भी तो नहीं! आपके सहयोग के लिए धन्यवाद!,3,2
Yes, हाँ,2,0
Presently there are no orders in your account., वर्तमान में आपके खाते में कोई आदेश नहीं हैं।,1,0
"Sure, Zulimar Valentin"," ज़रूर, ज़ुलिमार वैलेंटाइन",2,0
THANK YOU, धन्यवाद,3,2
"YES, I HAVE ERROR IN MY CREDIT CARD BILL."," हाँ, मेरे क्रेडिट कार्ड बिल में त्रुटि है।",2,1
"I would love to help you with that. However, for more insight into the lower rates one of our members from the specialty team will get in touch with you to let you know more about the details. ","मुझे इसमें आपकी मदद करना अच्छा लगेगा। हालांकि, कम दरों के बारे में अधिक जानकारी के लिए विशेष टीम के हमारे सदस्यों में से एक आपसे संपर्क करेगा ताकि आपको विवरण के बारे में अधिक जानकारी मिल सके।",3,0
Thank you for the information Nitesh. We will go ahead and close the account. Is there anything else I could help you with?, जानकारी के लिए धन्यवाद नितेश। हम आगे बढ़ेंगे और खाता बंद कर देंगे। क्या कुछ और है जिसमें मैं आपकी मदद कर सकता हूं?,3,0
"Thank you for using our live chat service. I'm now closing this chat. If you have any other concerns in the future, please don’t hesitate to let us know. Have a great day!
"," हमारी लाइव चैट सेवा का उपयोग करने के लिए धन्यवाद। मैं अब इस चैट को बंद कर रहा हूं। यदि भविष्य में आपकी कोई अन्य चिंता है, तो कृपया हमें बताने में संकोच न करें। आपका दिन अच्छा रहे!",3,2
I am really sorry sir. My SSN number is lost., मुझे सच में खेद है सर। मेरा एसएसएन नंबर गुम हो गया है।,3,1
Thank you, आपको धन्यवाद,2,2
Hey! How may I help you today?, अरे! आज मैं आपकी कैसे मदद कर सकता हूँ?,3,0
Yes indeed.," हाँ, वास्तव में।",2,0
YES, हां,2,2
SUPER THANK YOU, सुपर थैंक यू,3,2
"My pleasure. Anything else I may help you out with?
", मेरा सौभाग्य। कुछ और मैं आपकी मदद कर सकता हूं?,3,2
"Hello, how may I help you with today?"," हैलो, मैं आज आपकी कैसे मदद कर सकता हूं?",3,0
Ok thank you, ठीक है धन्यवाद,3,2
May I Know your name please?, क्या मैं आपका नाम जान सकता हूँ?,3,0
alex, एलेक्स,0,0
I'll help you with that. May I know your name please?, मैं इसमें आपकी मदद करूंगा। क्या मैं आपका नाम जान सकता हूँ?,3,0
i dont't know it spencer, मैं इसे स्पेंसर नहीं जानता,1,0
15:20,15:20,0,0
Perfect! May I also know the last four digits of your SSN?, उत्तम! क्या मैं आपके SSN के अंतिम चार अंक भी जान सकता हूँ?,3,0
Awesome! May I also know the last four digits of your SSN?, बहुत बढ़िया! क्या मैं आपके SSN के अंतिम चार अंक भी जान सकता हूँ?,3,2
Hi, नमस्ते,2,0
I lost my credit card, मैंने अपना क्रेडिट कार्ड खो दिया है,1,1
"Thank you so much for bringing this to our notice, Prince. I'll ensure that I'll raise a request to delete the charge and kindly give us 24-48 hours to get this resolved."," इसे हमारे संज्ञान में लाने के लिए आपका बहुत-बहुत धन्यवाद, प्रिंस। मैं यह सुनिश्चित करूंगा कि मैं शुल्क हटाने का अनुरोध करूंगा और कृपया इसे हल करने के लिए हमें 24-48 घंटे का समय दें।",3,1
You're welcome. I had a great time assisting you. Please do feel free to reach out to us for further queries. Have a good day. Bye now., आपका स्वागत है। मुझे आपकी सहायता करने में बहुत अच्छा लगा। कृपया आगे के प्रश्नों के लिए हमसे बेझिझक संपर्क करें। आपका दिन शुभ हो। अलविदा।,3,2
Great! Could you also help me out with the last 4 digits of your account number?, महान! क्या आप अपनी खाता संख्या के अंतिम 4 अंक निकालने में भी मेरी मदद कर सकते हैं?,3,2
"I highly appreciate your patience, I'd like to inform you that your account states a balance of $200. "," मैं आपके धैर्य की अत्यधिक सराहना करता हूं, मैं आपको सूचित करना चाहता हूं कि आपके खाते में $200 की शेष राशि है।",3,2
6767,6767,0,0
bye, अलविदा,2,0
Derik, डेरिको,0,0
"June 10, 2018","June 10, 2018",0,0
okay, ठीक है,2,0
Transfer 3000 to account 5874 immediately, 3000 को तुरंत 5874 खाते में ट्रांसफर करें,0,0
Thankss, धन्यवाद,2,2
Hello there!, नमस्ते!,3,0
NO THANK BYEE, नो थैंक्स बाय,3,1
would you please help me with the last four digits of your SSN number?,क्या आप कृपया अपने एसएसएन नंबर के अंतिम चार अंकों के साथ मेरी मदद करेंगे?,3,0
Great! Could you also please help me out with last 4 digits of your credit card and SSN?, महान! क्या आप कृपया अपने क्रेडिट कार्ड और एसएसएन के अंतिम 4 अंकों के बारे में भी मेरी मदद कर सकते हैं?,3,2
I'd also require the complete 16 digit credit card number.,मुझे पूरे 16 अंकों के क्रेडिट कार्ड नंबर की भी आवश्यकता होगी।,1,0
Hey! I'm available here!, अरे! मैं यहाँ उपलब्ध हूँ!,3,0
"Awesome, please allow me a minute to update your address."," बहुत बढ़िया, कृपया मुझे अपना पता अपडेट करने के लिए एक मिनट का समय दें।",3,2
THANKS.. I WILL BE WAITING, धन्यवाद.. मुझे इंतज़ार रहेगा,3,2
"Thank you for your valuable information. As I've checked, I see that the account balance of the account ending with 4522 is $16000."," आपकी बहुमूल्य जानकारी के लिए धन्यवाद। जैसा कि मैंने जाँच की है, मैं देखता हूँ कि 4522 से समाप्त होने वाले खाते का खाता शेष $16000 है।",3,0
4856,4856,0,0
"I'm glad I could help you, Leon."," मुझे खुशी है कि मैं आपकी मदद कर सका, लियोन।",3,2
"I appreciate for holding on, your request has been successful. You'll receive all the bank alerts to the updated address. "," मैं रुकने के लिए सराहना करता हूं, आपका अनुरोध सफल रहा है। आपको अपडेट किए गए पते पर सभी बैंक अलर्ट प्राप्त होंगे।",3,2
Hello Riley. A very good morning ., हैलो रिले। एक बहुत ही शुभ प्रभात।,3,2
"Okay! I've transferred the amount you'll soon receive a notification in your banking application and also, your bank's routing number is 99885544."," ठीक! मैंने वह राशि स्थानांतरित कर दी है जो आपको जल्द ही आपके बैंकिंग आवेदन में एक सूचना प्राप्त होगी और साथ ही, आपके बैंक का रूटिंग नंबर 99885544 है।",2,0
$50, $50,0,0
OK, ठीक है,2,0
2676,2676,0,0
Yes, हाँ,2,0
